#MASS,A,PLANETDISCMETH
#mjupiter,au,
0.00648186,0.226831,Transit
0.00648186,0.054174,Transit
0.00648186,0.0475122,Transit
0.00648186,0.036849,Transit
0.00638668,0.0718296,Transit
0.00638668,0.0444944,Transit
0.00638668,0.0805377,Transit
0.00636705,0.0574114,Transit
0.00628541,0.0994127,Transit
0.00628541,0.0702913,Transit
0.00628541,0.0345893,Transit
0.00621274,0.0289196,Transit
0.00621274,0.163783,Transit
0.00621274,0.193962,Transit
0.00621274,0.125984,Transit
0.00621274,0.127997,Transit
0.00613456,0.028459,RV
0.00609283,0.0313094,Transit
0.00609283,0.0596031,Transit
0.00609283,0.0508063,Transit
0.00609283,0.0475302,Transit
0.00609283,0.0420065,Transit
0.00609283,0.0330793,Transit
0.00609283,0.0627651,Transit
0.00609283,0.0338227,Transit
0.00609283,0.0624428,Transit
0.00609283,0.017386,Transit
0.00608135,0.0374757,RV
0.00604207,0.0929448,Transit
0.00602351,0.0822829,Transit
0.00604207,0.0693352,Transit
0.00597804,0.0914497,Transit
0.00577478,0.212021,Transit
0.00590412,0.0544938,Transit
0.00585,0.00914662,Transit
0.00587447,0.122591,Transit
0.00587447,0.106224,Transit
0.00587447,0.0495511,Transit
0.00590412,0.0246365,Transit
0.00590412,0.116802,Transit
0.00590412,0.036989,Transit
0.00587447,0.0789926,Transit
0.00590412,0.0208123,Transit
0.00576565,0.320082,Transit
0.00576851,0.0196594,RV
0.00571923,0.0414509,Transit
0.0057099,0.0932453,Transit
0.0057099,0.148198,Transit
0.0057099,0.0658943,Transit
0.00574989,0.0860714,Transit
0.00571923,0.0504666,Transit
0.0057099,0.066017,Transit
0.0057099,0.0700163,Transit
0.00572025,0.0576393,RV
0.00571923,0.0140554,Transit
0.00553813,0.126784,Transit
0.00553813,0.0237976,Transit
0.00554835,0.111718,Transit
0.00554835,0.0870905,Transit
0.00554835,0.0768541,Transit
0.00554835,0.0698236,Transit
0.00553813,0.18671,Transit
0.00554835,0.09757,Transit
0.00553813,0.0372774,Transit
0.00553813,0.0248451,Transit
0.00554835,0.278143,Transit
0.00553813,0.119208,Transit
0.00554835,0.133985,Transit
0.00538981,0.160305,Transit
0.0053608,0.0625366,Transit
0.0053608,0.0839169,Transit
0.0053608,0.0237986,Transit
0.0053608,0.088103,Transit
0.0054082,0.0673941,RV
0.0053608,0.119364,Transit
0.0053608,0.016702,Transit
0.00538981,0.0487448,Transit
0.00538981,0.113307,Transit
0.0053608,0.110538,Transit
0.0053608,0.228998,Transit
0.0053608,0.018714,Transit
0.0052796,0.0153263,Transit
0.00518721,0.0190938,Transit
0.00518721,0.0932443,Transit
0.00518721,0.0326929,Transit
0.00518721,0.0233115,Transit
0.00523423,0.0587074,Transit
0.00523423,0.206247,Transit
0.00518721,0.0796726,Transit
0.00518721,0.0675681,Transit
0.00518721,0.13139,Transit
0.00518721,0.0324471,Transit
0.00508144,0.0758257,Transit
0.00508144,0.0271381,Transit
0.00508144,0.151444,Transit
0.00508144,0.0941898,Transit
0.00501732,0.0378236,Transit
0.00501732,0.126673,Transit
0.00485109,0.0247968,Transit
0.00493175,0.046094,Transit
0.00485109,0.048585,Transit
0.00485109,0.116835,Transit
0.00493175,0.0704356,Transit
0.00485109,0.0558238,Transit
0.00485109,0.046104,Transit
0.00493175,0.0994132,Transit
0.00485109,0.188549,Transit
0.00485109,0.0769479,Transit
0.00478497,0.0715337,Transit
0.00468851,0.0890131,Transit
0.00468851,0.0784501,Transit
0.00468851,0.0507142,Transit
0.00468851,0.0786193,Transit
0.00468851,0.116426,Transit
0.00464108,0.0720317,Transit
0.00464108,0.0524333,Transit
0.00464108,0.0806883,Transit
0.00452953,0.0247723,Transit
0.00450004,0.0505253,Transit
0.00450004,0.0429455,Transit
0.00450004,0.0382537,Transit
0.00452953,0.104497,Transit
0.00452953,0.0804377,Transit
0.00452953,0.0614878,Transit
0.00450004,0.248874,Transit
0.004436,0.0496746,RV
0.00436179,0.0659546,Transit
0.00436179,0.110364,Transit
0.00441201,0.103167,Transit
0.00437411,0.0263938,Transit
0.00436179,0.156426,Transit
0.00437411,0.0674338,Transit
0.00436191,0.171702,Transit
0.00437411,0.0409325,Transit
0.00437411,0.0209702,Transit
0.00436179,0.0607596,Transit
0.00437411,0.0465276,Transit
0.00422638,0.0365246,Transit
0.00422638,0.192925,Transit
0.00422224,0.0546708,Transit
0.00422224,0.0185879,Transit
0.00422224,0.0224212,Transit
0.00422224,0.0435651,Transit
0.00421308,0.392576,Transit
0.00422638,0.163234,Transit
0.00422224,0.0894052,Transit
0.00422224,0.0328337,Transit
0.00408697,0.0498583,Transit
0.00407386,0.0192274,Transit
0.00409374,0.0933838,Transit
0.00407386,0.102102,Transit
0.00409374,0.0432285,Transit
0.00396389,0.125596,Transit
0.00396389,0.0351175,Transit
0.00396389,0.124244,Transit
0.00396389,0.0434366,Transit
0.00392895,0.0205657,Transit
0.00392895,0.0492984,Transit
0.00392895,0.0200865,Transit
0.00392895,0.0483728,Transit
0.0038720518146814213,0.2841,
0.00378747,0.361924,Transit
0.00374866,0.0364676,RV
0.00371234,0.0566146,Transit
0.00370062,0.0378277,Transit
0.00369455,0.0482823,RV
0.00364938,0.0607231,Transit
0.00364938,0.150343,Transit
0.00364938,0.0118373,Transit
0.00364938,0.0190745,Transit
0.00364938,0.116773,Transit
0.00364938,0.182381,Transit
0.003637,0.0157578,Transit
0.003612,0.0466967,Transit
0.00359635,0.027645,RV
0.00363755,0.0352682,Transit
0.00364938,0.0433296,Transit
0.00364938,0.169395,Transit
0.00364938,0.0388448,Transit
0.00359062,0.0335097,Transit
0.00354639,0.0418506,RV
0.00351465,0.0513318,Transit
0.00351465,0.0149794,Transit
0.00347154,0.0770446,Transit
0.00351465,0.059158,Transit
0.00338324,0.0726835,Transit
0.00338324,0.0242164,Transit
0.00338324,0.0153823,Transit
0.00325512,0.0699509,Transit
0.00325512,0.0525427,Transit
0.00325512,0.047981,Transit
0.00325512,0.106453,Transit
0.00324127,0.0588339,Transit
0.00324127,0.0719854,Transit
0.00324127,0.0299991,Transit
0.00324127,0.0701869,Transit
0.0032,0.0115051,Transit
0.00323095,0.137859,Transit
0.00313024,0.0353774,Transit
0.00313003,0.061711,Transit
0.00313003,0.0812393,Transit
0.00313003,0.0313231,Transit
0.00313024,0.0745798,Transit
0.00307976,0.0208968,RV
0.00301515,0.0706613,Transit
0.0030088,0.0996817,Transit
0.0030088,0.0461241,Transit
0.00302153,0.0860552,Transit
0.0030088,0.0443634,Transit
0.00302153,0.0273702,Transit
0.00302153,0.0992436,Transit
0.002938,0.0383799,Transit
0.00289089,0.146844,Transit
0.00291583,0.0743912,Transit
0.00291583,0.0598046,Transit
0.00289089,0.0600955,Transit
0.0028129,0.0619291,Transit
0.00277643,0.0269307,Transit
0.00277643,0.0435026,Transit
0.00271267,0.180985,Transit
0.00266535,0.0373628,Transit
0.00266535,0.053514,Transit
0.00266535,0.0275857,Transit
0.00266535,0.0650345,Transit
0.00269275,0.0182725,Transit
0.00266535,0.0318579,Transit
0.00266535,0.125346,Transit
0.00255759,0.0983673,Transit
0.00255759,0.0307775,Transit
0.00245309,0.0532751,Transit
0.00252018,0.115973,Transit
0.00245309,0.0344721,Transit
0.002429,0.0291683,Transit
0.0024278187365781505,0.0138,
0.0024278187365781505,0.034,
0.00235177,0.0339456,Transit
0.00235177,0.114954,Transit
0.00235177,0.0702714,Transit
0.00235177,0.0603302,Transit
0.00234218,0.0155735,RV
0.00233796,0.0461525,Transit
0.00225358,0.0765054,Transit
0.00225358,0.187949,Transit
0.00225059,0.0499821,Transit
0.00225358,0.0317279,Transit
0.00215846,0.116755,Transit
0.00216566,0.050338,Transit
0.00215846,0.0557932,Transit
0.00215846,0.0225817,Transit
0.00215846,0.018961,Transit
0.00215846,0.0763129,Transit
0.00208313,0.168262,Transit
0.00206633,0.0360472,Transit
0.00206633,0.0771045,Transit
0.00206485,0.00482158,Transit
0.00197713,0.0159157,Transit
0.00195073,0.165339,Transit
0.00197713,0.040381,Transit
0.00192504,0.0304113,Transit
0.00192504,0.0631426,Transit
0.00192504,0.0588746,Transit
0.00192504,0.101652,Transit
0.00189081,0.0308432,Transit
0.00189081,0.0263353,Transit
0.00189081,0.0412688,Transit
0.00189081,0.0658388,Transit
0.00189081,0.0151449,Transit
0.00189081,0.0283971,Transit
0.00189081,0.0156331,Transit
0.00189081,0.0291727,Transit
0.0018073,0.0136874,Transit
0.0018073,0.0223609,Transit
0.0018073,0.0230742,Transit
0.0018073,0.0632508,Transit
0.0018494,0.0928099,Transit
0.00175601,0.063351,Transit
0.00172655,0.0564501,Transit
0.00172655,0.0336073,Transit
0.00172655,0.0193089,Transit
0.00172655,0.0430059,Transit
0.00170474,0.109844,Transit
0.00170474,0.0911742,Transit
0.00164848,0.0415895,Transit
0.00157306,0.119784,Transit
0.00157306,0.0159542,Transit
0.0015002,0.0469983,Transit
0.00150361,0.0356743,Transit
0.00144064,0.0698175,Transit
0.00144019,0.0657994,Transit
0.00143611,0.0130732,Transit
0.00142986,0.0142447,Transit
0.00142986,0.0336339,Transit
0.00142986,0.0346536,Transit
0.00142986,0.0375152,Transit
0.00137963,0.05062,Transit
0.00137963,0.0422619,Transit
0.00136198,0.0573666,Transit
0.00129651,0.0692091,Transit
0.00129651,0.050083,Transit
0.00129651,0.0160522,Transit
0.00129651,0.0349032,Transit
0.00129651,0.0554927,Transit
0.00129651,0.0585387,Transit
0.00129651,0.0607115,Transit
0.00126334,0.108535,Transit
0.00123338,0.0183692,Transit
0.00123338,0.0122438,Transit
0.00123338,0.0494161,Transit
0.00123338,0.0504566,Transit
0.00123338,0.0284953,Transit
0.00120877,0.0718902,Transit
0.0012042,0.0112809,Transit
0.00111394,0.0479144,Transit
0.00111394,0.0303322,Transit
0.00111394,0.161123,Transit
0.00111394,0.0568105,Transit
0.00111394,0.0762521,Transit
0.00108547,0.0813861,Transit
0.00105753,0.0445351,Transit
0.00105258,0.124744,Transit
0.00104144,0.0617089,Transit
0.00100422,0.0744222,Transit
0.00100422,0.0629914,Transit
0.000957504,0.0443423,Transit
0.000951027,0.0426259,Transit
0.000954523,0.00585017,Transit
0.0009344,0.0222009,Transit
0.00090084,0.018261,Transit
0.000852625,0.0233196,Transit
0.00082692,0.184331,Transit
0.000806332,0.034023,Transit
0.000786457,0.041677,Transit
0.00075757,0.0847193,Transit
0.000761911,0.0424359,Transit
0.000699655,0.0366405,Transit
0.000639382,0.0163913,Transit
0.000639382,0.0389169,Transit
0.000601957,0.0297109,Transit
0.000499273,0.0849527,Transit
0.000499273,0.0151311,Transit
0.000404706,0.0150222,Transit
0.000377818,0.0698427,Transit
0.000340205,0.0601536,Transit
0.000287933,0.0226485,Transit
0.000273258,0.0489676,Transit
0.00021,0.074609,Transit
0.000134008,0.0419153,Transit
0.0000629267,0.168494,Timing
0,0.0551367,Transit
0,0.0562894,Transit
0.00189081,0.0433594,Transit
